TaskID,Input1,Output1_1,Output1_2,Output2_1,Output2_2
65,0.44094488,1.1700426,-0.3432617,0.9477123,-0.31912592
65,0.4488189,1.1844475,-0.22317037,0.9683762,-0.24949437
65,0.4566929,1.1899365,-0.101645455,0.9837543,-0.17952013
65,0.46456692,1.1880267,0.018930564,0.99400204,-0.10936131
65,0.47244096,1.1891493,0.13962163,0.99925137,-0.038687382
65,0.48031497,1.1877973,0.25555897,0.99949586,0.03174982
65,0.48818898,1.1817521,0.36196095,0.99493206,0.10054971
65,0.496063,1.1657071,0.47071928,0.98607814,0.16628267
65,0.503937,1.1316209,0.5644908,0.9735022,0.22867757
65,0.511811,1.0931121,0.65370756,0.95763284,0.28799182
65,0.51968503,1.065267,0.7443033,0.9382616,0.3459265
65,0.52755904,1.0420574,0.8410938,0.9153512,0.4026564
65,0.53543305,1.013834,0.91611534,0.8901837,0.45560178
65,0.54330707,0.9877378,0.97135645,0.8649378,0.50187916
65,0.5511811,0.96592945,1.0113003,0.8420454,0.5394066
65,0.5590551,0.95527637,1.0206401,0.8240551,0.5665097
65,0.56692916,0.9562658,1.0145243,0.81364,0.58136904
65,0.5748032,0.97154653,0.9941143,0.81082785,0.5852847
65,0.5826772,0.988383,0.9741234,0.81361645,0.58140194
65,0.5905512,0.9993565,0.9453733,0.82080054,0.5712149
65,0.5984252,1.0186781,0.8826298,0.8321889,0.55449224
65,0.6062992,1.0415171,0.81412494,0.8480354,0.52993965
65,0.61417323,1.0623676,0.7616978,0.86640453,0.4993428
65,0.62204725,1.0813373,0.717745,0.8841657,0.46717337
65,0.62992126,1.0683984,0.67711216,0.8968764,0.44228125
65,0.63779527,1.0574031,0.60019064,0.90668726,0.4218035
65,0.6456693,1.086624,0.5438274,0.92374337,0.38301203
65,0.6535433,1.0803163,0.53241366,0.9345022,0.3559574
65,0.6614173,1.1066673,0.5388806,0.93885297,0.3443184
65,0.6692913,1.1473185,0.54994065,0.9427122,0.33360723
65,0.6771653,1.1396021,0.53815365,0.94579905,0.32475248
65,0.68503934,1.1256146,0.5219324,0.9481779,0.31774005
65,0.6929134,1.1244758,0.50825036,0.9500907,0.31197387
65,0.7007874,1.1527272,0.5183066,0.95146936,0.30774352
65,0.70866144,1.1651376,0.5382479,0.952133,0.30568403
65,0.71653545,1.1623052,0.5423169,0.95204836,0.3059476
65,0.72440946,1.1472038,0.5416591,0.9513263,0.30818534
65,0.7322835,1.1271324,0.5391848,0.9499653,0.31235555
65,0.7401575,1.1168548,0.5513806,0.9481375,0.31786048
65,0.7480315,1.1220664,0.574054,0.946005,0.32415214
65,0.7559055,1.1235107,0.58492893,0.94378716,0.33055383
65,0.7637795,1.1204507,0.5916138,0.94165796,0.3365713
65,0.77165353,1.1266237,0.5986862,0.9396845,0.3420425
65,0.77952754,1.1216408,0.60395336,0.9379007,0.3469037
65,0.78740156,1.1081896,0.61002785,0.9363147,0.351162
65,0.79527557,1.0918723,0.61218864,0.93465704,0.35555062
65,0.8031496,1.083272,0.6128991,0.9327559,0.36050862
65,0.8110236,1.0905061,0.63219345,0.93061316,0.36600423
65,0.81889766,1.0960702,0.6507622,0.9281532,0.3721984
65,0.8267717,1.0989352,0.66307324,0.9254254,0.37892976
65,0.8346457,1.0983313,0.6815764,0.92249507,0.38600892
65,0.8425197,1.0904036,0.6849054,0.9196294,0.39278722
65,0.8503937,1.0822276,0.68755347,0.91702497,0.39882973
65,0.8582677,1.0752943,0.70029974,0.9147642,0.40398815
65,0.86614174,1.0723873,0.6999101,0.912853,0.40828833
65,0.87401575,1.0758218,0.7041187,0.91131556,0.41170856
65,0.88188976,1.083534,0.7124498,0.9099917,0.4146265
65,0.8897638,1.0869739,0.7195446,0.90898424,0.41683045
65,0.8976378,1.0918031,0.72062564,0.9083804,0.4181448
65,0.9055118,1.1002781,0.72021806,0.90827435,0.41837507
65,0.9133858,1.0991137,0.7201333,0.9087051,0.4174387
65,0.9212598,1.1010134,0.7072832,0.90967304,0.41532513
65,0.92913383,1.108299,0.69909924,0.9110987,0.41218823
65,0.93700784,1.1103343,0.68913686,0.91301167,0.40793338
65,0.9448819,1.1175253,0.68310326,0.9153027,0.4027667
65,0.9527559,1.1194149,0.67460364,0.91801333,0.39654946
65,0.96062994,1.0875416,0.67695874,0.9195516,0.39296928
65,0.96850395,1.0431685,0.680425,0.91617316,0.40078264
65,0.97637796,1.0050448,0.6200974,0.9133704,0.40712962
65,0.984252,1.0507697,0.61284596,0.91880566,0.39471018
65,0.992126,1.1828468,0.7209804,0.9210651,0.3894086
65,1.0,1.2501503,0.7859263,0.91827875,0.39593452
66,0.0,-1.1634638,-0.7359078,-0.9274757,-0.3738835
66,0.007874016,-1.1618367,-0.7255789,-0.92216563,-0.38679522
66,0.015748031,-1.1659931,-0.7087604,-0.9204788,-0.3907924
66,0.023622047,-1.1786053,-0.68075943,-0.92191094,-0.3874019
66,0.031496063,-1.1847206,-0.6642832,-0.9256072,-0.37848553
66,0.03937008,-1.180673,-0.6547131,-0.92899495,-0.37009236
66,0.047244094,-1.1781104,-0.66072637,-0.93050843,-0.3662704
66,0.05511811,-1.1836265,-0.68645066,-0.92945546,-0.3689344
66,0.062992126,-1.1904109,-0.6973974,-0.92752826,-0.37375295
66,0.070866145,-1.1884073,-0.69076866,-0.926443,-0.37643513
66,0.07874016,-1.1819139,-0.66706765,-0.9273647,-0.37415865
66,0.08661418,-1.1983099,-0.65804434,-0.9297301,-0.36824167
66,0.09448819,-1.2033706,-0.6740159,-0.9313969,-0.36400524
66,0.10236221,-1.1638253,-0.68968534,-0.9299814,-0.36760658
66,0.11023622,-1.1372141,-0.69659185,-0.9248549,-0.38032025
66,0.11811024,-1.1590937,-0.6957694,-0.92112535,-0.38926607
66,0.12598425,-1.172405,-0.66635585,-0.9240682,-0.38222763
66,0.13385826,-1.1756499,-0.6507267,-0.9282645,-0.37192076
66,0.14173229,-1.1787498,-0.6708404,-0.92934555,-0.3692112
66,0.1496063,-1.1741841,-0.6822955,-0.9283166,-0.37179068
66,0.15748031,-1.1781588,-0.67457306,-0.9276655,-0.37341237
66,0.16535433,-1.1753892,-0.6599943,-0.9285201,-0.37128222
66,0.17322835,-1.1893809,-0.6436739,-0.930702,-0.3657784
66,0.18110237,-1.2020028,-0.6287867,-0.9339701,-0.3573512
66,0.18897638,-1.196493,-0.612969,-0.9373018,-0.34851867
66,0.19685039,-1.1972843,-0.5948704,-0.9400695,-0.34098297
66,0.20472442,-1.2007174,-0.592451,-0.942114,-0.33529276
66,0.21259843,-1.2068967,-0.5919707,-0.9436475,-0.3309522
66,0.22047244,-1.217657,-0.5814483,-0.94553417,-0.32552284
66,0.22834645,-1.2124884,-0.55566555,-0.94822294,-0.31760558
66,0.23622048,-1.2082328,-0.5132346,-0.9517924,-0.30674288
66,0.24409449,-1.2103446,-0.46855164,-0.9564539,-0.29188338
66,0.2519685,-1.2209549,-0.42795327,-0.96200323,-0.27303812
66,0.25984251,-1.2427254,-0.3867078,-0.96810424,-0.25054768
66,0.26771653,-1.2526135,-0.32615867,-0.97444886,-0.22460952
66,0.27559054,-1.2600914,-0.2444451,-0.98134464,-0.19225684
66,0.28346458,-1.266531,-0.14811663,-0.98846054,-0.15147848
66,0.2913386,-1.2659981,-0.034217335,-0.99476737,-0.10216612
66,0.2992126,-1.2655547,0.087832876,-0.99895614,-0.04567916
66,0.30708662,-1.2726396,0.20172562,-0.99988115,0.015418558
66,0.31496063,-1.2701197,0.3101953,-0.99702305,0.07710419
66,0.32283464,-1.2440796,0.42503116,-0.9903974,0.13824978
66,0.33070865,-1.216794,0.53093964,-0.9799715,0.19913776
66,0.33858266,-1.1859468,0.6340965,-0.96549785,0.260411
66,0.3464567,-1.1500384,0.73513025,-0.9473553,0.32018438
66,0.35433072,-1.1209612,0.8145851,-0.9272095,0.37454304
66,0.36220473,-1.1028072,0.87342197,-0.90707487,0.4209693
66,0.37007874,-1.0878329,0.91247106,-0.88870955,0.4584706
66,0.37795275,-1.0799793,0.95017874,-0.87338513,0.48703024
66,0.38582677,-1.0874745,0.963393,-0.8625927,0.505899
66,0.39370078,-1.096131,0.9492063,-0.8572643,0.51487666
66,0.4015748,-1.1070858,0.92596924,-0.8574579,0.5145542
66,0.40944883,-1.112525,0.87792253,-0.8628202,0.5055109
66,0.41732284,-1.1241864,0.82023096,-0.8724358,0.48872873
66,0.42519686,-1.1570469,0.7596306,-0.885786,0.46409398
66,0.43307087,-1.189602,0.691494,-0.9015192,0.43273914
66,0.44094488,-1.2153212,0.6139879,-0.9182763,0.39594015
66,0.4488189,-1.2395034,0.52225477,-0.93520284,0.35411254
66,0.4566929,-1.2498835,0.41716522,-0.9518611,0.30652973
66,0.46456692,-1.247429,0.2931743,-0.9674975,0.25288045
66,0.47244096,-1.2533756,0.16060297,-0.9814853,0.19153747
66,0.48031497,-1.2622906,0.017847802,-0.99233514,0.12357571
66,0.48818898,-1.2612678,-0.11930422,-0.9986914,0.051141944
66,0.496063,-1.2521874,-0.25234807,-0.9997129,-0.023960898
66,0.503937,-1.2404647,-0.3990416,-0.9949571,-0.10030175
66,0.511811,-1.2109604,-0.52360207,-0.9843532,-0.17620684
66,0.51968503,-1.17275,-0.65170443,-0.96819526,-0.25019586
66,0.52755904,-1.1428487,-0.79081,-0.94636476,-0.32310012
66,0.53543305,-1.0999682,-0.9139372,-0.91842484,-0.39559555
66,0.54330707,-1.0387,-1.0473577,-0.88395584,-0.46757045
66,0.5511811,-0.968406,-1.1633588,-0.8428584,-0.5381354
66,0.5590551,-0.897726,-1.2593739,-0.79586923,-0.6054685
66,0.56692916,-0.82487327,-1.3594829,-0.74385345,-0.6683427
66,0.5748032,-0.749232,-1.4514873,-0.68773216,-0.7259645
66,0.5826772,-0.6750108,-1.5341436,-0.62866163,-0.77767897
66,0.5905512,-0.5998515,-1.5953645,-0.5684639,-0.8227082
66,0.5984252,-0.51778364,-1.6445658,-0.5079108,-0.86140966
66,0.6062992,-0.4399211,-1.6963593,-0.44707614,-0.8944959
66,0.61417323,-0.36522728,-1.7303491,-0.38640103,-0.92233086
66,0.62204725,-0.2946392,-1.7586861,-0.3266469,-0.94514644
66,0.62992126,-0.24189325,-1.7866486,-0.26960304,-0.96297157
66,0.63779527,-0.1975547,-1.8010725,-0.22012627,-0.9754714
66,0.6456693,-0.16671099,-1.80884,-0.18120722,-0.9834449
66,0.6535433,-0.15307592,-1.8098518,-0.1534095,-0.9881627
66,0.6614173,-0.14624777,-1.8094794,-0.1347036,-0.9908859
66,0.6692913,-0.15060663,-1.8035544,-0.12512982,-0.99214035
66,0.6771653,-0.16595674,-1.7983948,-0.12524664,-0.99212563
66,0.68503934,-0.19074047,-1.7896,-0.13289084,-0.9911307
66,0.6929134,-0.22209442,-1.7767924,-0.14673865,-0.9891753
66,0.7007874,-0.25168455,-1.771129,-0.16595939,-0.98613256
66,0.70866144,-0.29032275,-1.7647823,-0.18917824,-0.9819428
66,0.71653545,-0.3371796,-1.765662,-0.21628138,-0.97633106
66,0.72440946,-0.37841153,-1.7512201,-0.24679206,-0.96906847
66,0.7322835,-0.41988876,-1.7140774,-0.27945486,-0.9601588
66,0.7401575,-0.47058755,-1.6842699,-0.3139129,-0.9494518
66,0.7480315,-0.5238248,-1.6634804,-0.35068685,-0.9364928
66,0.7559055,-0.5768202,-1.6217401,-0.3899384,-0.9208409
66,0.7637795,-0.6339382,-1.5676935,-0.43184322,-0.9019487
66,0.77165353,-0.6846171,-1.5163786,-0.47525725,-0.8798469
66,0.77952754,-0.7340854,-1.4687302,-0.51805854,-0.85534513
66,0.78740156,-0.78077066,-1.421783,-0.55859905,-0.8294378
66,0.79527557,-0.8220749,-1.3662511,-0.5959178,-0.80304545
66,0.8031496,-0.857325,-1.3222094,-0.62953097,-0.7769754
66,0.8110236,-0.88833827,-1.2883028,-0.6596709,-0.75155455
66,0.81889766,-0.92288285,-1.2567677,-0.68604726,-0.727557
66,0.8267717,-0.9549181,-1.2329663,-0.70923686,-0.7049703
66,0.8346457,-0.9819902,-1.2046613,-0.7297971,-0.6836638
66,0.8425197,-0.9991973,-1.1656016,-0.74829733,-0.66336346
66,0.8503937,-1.0148869,-1.1224557,-0.7651958,-0.64379764
66,0.8582677,-1.0273916,-1.0767971,-0.78149873,-0.62390685
66,0.86614174,-1.0374001,-1.0335752,-0.7972485,-0.6036513
66,0.87401575,-1.0552012,-1.0015233,-0.8115941,-0.58422166
66,0.88188976,-1.0671226,-0.98254704,-0.82404864,-0.5665191
66,0.8897638,-1.0773352,-0.9633022,-0.8341473,-0.55154175
66,0.8976378,-1.0842481,-0.95899004,-0.8415478,-0.5401827
66,0.9055118,-1.0785443,-0.9554183,-0.8460699,-0.533072
66,0.9133858,-1.0729693,-0.96176416,-0.8474438,-0.5308851
66,0.9212598,-1.0674683,-0.98012704,-0.8459039,-0.53333545
66,0.92913383,-1.0627083,-0.98306614,-0.84300697,-0.53790265
66,0.93700784,-1.0526356,-0.98906523,-0.83973736,-0.54299283
66,0.9448819,-1.0464379,-0.9989174,-0.8367669,-0.54755926
66,0.9527559,-1.0673758,-1.0194627,-0.83477217,-0.5505955
66,0.96062994,-1.0759476,-1.0133187,-0.8341015,-0.551611
66,0.96850395,-1.0596379,-0.9971933,-0.8339369,-0.55185974
66,0.97637796,-1.0504575,-0.99552757,-0.8340479,-0.551692
66,0.984252,-1.0555239,-0.9961894,-0.8342471,-0.5513907
66,0.992126,-1.0495034,-0.9923399,-0.8344333,-0.55110896
66,1.0,-1.0364969,-0.9810922,-0.8343782,-0.5511924
67,0.0,-1.1434482,-0.6368822,-0.9344829,-0.3560081
67,0.007874016,-1.1452764,-0.6378319,-0.9337751,-0.3578603
67,0.015748031,-1.1422502,-0.63955855,-0.93286014,-0.3602388
67,0.023622047,-1.1324241,-0.65012294,-0.93137175,-0.36406955
67,0.031496063,-1.1374074,-0.6675859,-0.92951953,-0.3687729
67,0.03937008,-1.1489128,-0.6788404,-0.92696047,-0.37515905
67,0.047244094,-1.1448272,-0.69363517,-0.92436725,-0.3815038
67,0.05511811,-1.1259975,-0.69456816,-0.9220502,-0.38707033
67,0.062992126,-1.118601,-0.6914126,-0.92026836,-0.39128777
67,0.070866145,-1.1292437,-0.6992189,-0.9190596,-0.39411867
67,0.07874016,-1.1339725,-0.6895805,-0.9186318,-0.39511466
67,0.08661418,-1.1204293,-0.6772276,-0.9191551,-0.39389575
67,0.09448819,-1.1139891,-0.688381,-0.91953707,-0.39300334
67,0.10236221,-1.122924,-0.7106847,-0.91852474,-0.39536354
67,0.11023622,-1.1283426,-0.72062814,-0.9162943,-0.4005057
67,0.11811024,-1.1200311,-0.719069,-0.9140184,-0.4056728
67,0.12598425,-1.0754921,-0.6960462,-0.9125686,-0.4089236
67,0.13385826,-1.0822847,-0.70155466,-0.9116325,-0.41100636
67,0.14173229,-1.1258527,-0.73106456,-0.9107626,-0.4129303
67,0.1496063,-1.1213281,-0.7267269,-0.9109498,-0.41251722
67,0.15748031,-1.1151793,-0.70066524,-0.912408,-0.40928188
67,0.16535433,-1.1259669,-0.6829509,-0.91510147,-0.40322357
67,0.17322835,-1.1548629,-0.68493575,-0.91829556,-0.39589545
67,0.18110237,-1.1787658,-0.677679,-0.9217377,-0.387814
67,0.18897638,-1.1716413,-0.64942884,-0.9254617,-0.37884122
67,0.19685039,-1.1512054,-0.61508536,-0.9295244,-0.36876056
67,0.20472442,-1.1425662,-0.58249193,-0.9340291,-0.3571969
67,0.21259843,-1.1568551,-0.5547616,-0.9391349,-0.34354866
67,0.22047244,-1.1761894,-0.52956676,-0.94474965,-0.3277928
67,0.22834645,-1.1895931,-0.49203122,-0.9508564,-0.30963233
67,0.23622048,-1.1805897,-0.44012696,-0.95736665,-0.28887558
67,0.24409449,-1.1630021,-0.38872153,-0.9639272,-0.2661659
67,0.2519685,-1.1644948,-0.3435424,-0.9702804,-0.24198322
67,0.25984251,-1.1809137,-0.29988348,-0.9760762,-0.21742867
67,0.26771653,-1.2151303,-0.27008596,-0.9810704,-0.19365148
67,0.27559054,-1.2391468,-0.24033175,-0.98528224,-0.17093545
67,0.28346458,-1.2462146,-0.18575537,-0.98913085,-0.14703801
67,0.2913386,-1.2501979,-0.1258011,-0.9927829,-0.119925626
67,0.2992126,-1.2382252,-0.06256704,-0.996092,-0.088321626
67,0.30708662,-1.2192183,0.020878317,-0.99861395,-0.0526321
67,0.31496063,-1.2184107,0.11184263,-0.9999334,-0.011536808
67,0.32283464,-1.2186317,0.2105697,-0.9993733,0.035397395
67,0.33070865,-1.19998,0.30498078,-0.9961673,0.08746828
67,0.33858266,-1.1677759,0.4114014,-0.9896688,0.14337268
67,0.3464567,-1.1543549,0.5389377,-0.9791493,0.2031419
67,0.35433072,-1.1606505,0.66401964,-0.9633873,0.26811367
67,0.36220473,-1.1468217,0.77293676,-0.9431065,0.33249086
67,0.37007874,-1.1035527,0.8362311,-0.9212054,0.3890766
67,0.37795275,-1.0488803,0.86031705,-0.90063167,0.43458325
67,0.38582677,-1.0335566,0.8755494,-0.88391614,0.4676454
67,0.39370078,-1.051986,0.87630033,-0.8734889,0.4868441
67,0.4015748,-1.0688481,0.8646553,-0.8701413,0.49280226
67,0.40944883,-1.0851085,0.838337,-0.8725503,0.48852426
67,0.41732284,-1.1028388,0.7872522,-0.8794891,0.47591898
67,0.42519686,-1.1233921,0.73028916,-0.8899078,0.45614046
67,0.43307087,-1.1392158,0.6659328,-0.9029637,0.42971683
67,0.44094488,-1.1571025,0.5846781,-0.91811836,0.39630625
67,0.4488189,-1.1712998,0.4959273,-0.93445706,0.35607582
67,0.4566929,-1.1945716,0.40842533,-0.9504331,0.3109292
67,0.46456692,-1.2197652,0.31226087,-0.96492445,0.26252767
67,0.47244096,-1.228661,0.22251704,-0.9772365,0.2121528
67,0.48031497,-1.2291405,0.12941323,-0.9870895,0.16016968
67,0.48818898,-1.2269899,0.025546264,-0.99432117,0.10642077
67,0.496063,-1.2237446,-0.0733313,-0.9987141,0.050697383
67,0.503937,-1.2166983,-0.1858606,-0.9999714,-0.007561665
67,0.511811,-1.20324,-0.30284593,-0.9976539,-0.06845915
67,0.51968503,-1.1875163,-0.41528624,-0.99128425,-0.13174023
67,0.52755904,-1.1741338,-0.53145367,-0.9804502,-0.1967673
67,0.53543305,-1.1354847,-0.6490261,-0.964843,-0.2628271
67,0.54330707,-1.0876992,-0.7491006,-0.94483304,-0.3275524
67,0.5511811,-1.0560403,-0.86174643,-0.9202913,-0.3912339
67,0.5590551,-1.0140221,-0.9812085,-0.8898283,-0.4562955
67,0.56692916,-0.95626545,-1.091673,-0.8531961,-0.5215903
67,0.5748032,-0.8896419,-1.220831,-0.8090766,-0.5877032
67,0.5826772,-0.8083281,-1.3329554,-0.7564389,-0.65406436
67,0.5905512,-0.7180014,-1.4131707,-0.69694644,-0.7171232
67,0.5984252,-0.6288439,-1.4758155,-0.63294697,-0.77419513
67,0.6062992,-0.5456555,-1.5414861,-0.56662774,-0.8239739
67,0.61417323,-0.46387327,-1.6117272,-0.49988574,-0.8660914
67,0.62204725,-0.3961349,-1.66468,-0.4327818,-0.90149873
67,0.62992126,-0.3356165,-1.701322,-0.3699221,-0.9290628
67,0.63779527,-0.28521657,-1.7249165,-0.313977,-0.9494306
67,0.6456693,-0.24263643,-1.736431,-0.2666089,-0.9638048
67,0.6535433,-0.20995867,-1.7385865,-0.22786653,-0.97369236
67,0.6614173,-0.19098477,-1.7377324,-0.19746426,-0.9803101
67,0.6692913,-0.17767921,-1.7315501,-0.17476954,-0.98460937
67,0.6771653,-0.17721263,-1.726625,-0.160324,-0.9870644
67,0.68503934,-0.18498522,-1.7311282,-0.15396555,-0.9880762
67,0.6929134,-0.21041268,-1.7349379,-0.15595508,-0.9877641
67,0.7007874,-0.2364209,-1.728766,-0.16655035,-0.98603296
67,0.70866144,-0.27581677,-1.7041013,-0.1858403,-0.98257995
67,0.71653545,-0.32780463,-1.6789193,-0.21378854,-0.97687995
67,0.72440946,-0.37367666,-1.6599275,-0.24826573,-0.96869195
67,0.7322835,-0.42424744,-1.639692,-0.28482786,-0.9585787
67,0.7401575,-0.46230388,-1.6260189,-0.32075733,-0.94716144
67,0.7480315,-0.49926028,-1.6053158,-0.35448775,-0.9350607
67,0.7559055,-0.5357946,-1.580953,-0.38533524,-0.92277664
67,0.7637795,-0.55885476,-1.5629848,-0.4130556,-0.9107058
67,0.77165353,-0.58770746,-1.5314436,-0.43860653,-0.8986792
67,0.77952754,-0.62254983,-1.5048181,-0.46414074,-0.88576144
67,0.78740156,-0.65550756,-1.4785578,-0.4909489,-0.8711884
67,0.79527557,-0.6930398,-1.4324687,-0.51961637,-0.8543997
67,0.8031496,-0.7350696,-1.3910664,-0.54990464,-0.8352275
67,0.8110236,-0.77717245,-1.3552192,-0.581579,-0.8134899
67,0.81889766,-0.8184369,-1.3180994,-0.61381507,-0.7894499
67,0.8267717,-0.85932744,-1.2712379,-0.64492434,-0.7642464
67,0.8346457,-0.8906534,-1.2319008,-0.67395383,-0.73877347
67,0.8425197,-0.91461605,-1.1846007,-0.7006784,-0.71347725
67,0.8503937,-0.9375346,-1.1316686,-0.72516346,-0.68857676
67,0.8582677,-0.9577834,-1.086671,-0.74781954,-0.66390204
67,0.86614174,-0.9828624,-1.0482206,-0.7687068,-0.63960135
67,0.87401575,-1.001915,-1.0231411,-0.787266,-0.6166135
67,0.88188976,-1.0167361,-0.99455744,-0.8029729,-0.5960155
67,0.8897638,-1.0291159,-0.9739393,-0.81555223,-0.5786835
67,0.8976378,-1.0319782,-0.96053725,-0.8249764,-0.5651672
67,0.9055118,-1.0314083,-0.9592723,-0.8313874,-0.5556932
67,0.9133858,-1.0285907,-0.95933586,-0.8347907,-0.5505674
67,0.9212598,-1.0285225,-0.96047604,-0.8358436,-0.5489676
67,0.92913383,-1.0298219,-0.96438694,-0.83593196,-0.54883313
67,0.93700784,-1.0328292,-0.9641203,-0.83571196,-0.54916805
67,0.9448819,-1.0328656,-0.9723194,-0.8356906,-0.54920053
67,0.9527559,-1.0270984,-0.96218437,-0.8361434,-0.5485109
67,0.96062994,-1.0214605,-0.9456053,-0.83720255,-0.546893
67,0.96850395,-1.0211693,-0.93625647,-0.83869994,-0.5445939
67,0.97637796,-1.0222985,-0.93025976,-0.8403043,-0.542115
67,0.984252,-1.0217884,-0.93313855,-0.8418053,-0.53978133
67,0.992126,-1.0374092,-0.9406522,-0.8429947,-0.5379219
67,1.0,-1.0524411,-0.9492638,-0.8441103,-0.5361695
68,0.0,0.79414374,0.72482014,0.8411526,0.5407978
68,0.007874016,0.7963993,0.7213974,0.8432215,0.5375663
68,0.015748031,0.7961521,0.7242776,0.8436851,0.5368385
68,0.023622047,0.7876741,0.73171836,0.84245926,0.53876
68,0.031496063,0.78628236,0.74435824,0.8393927,0.5435254
68,0.03937008,0.7856822,0.7675087,0.83457065,0.55090094
68,0.047244094,0.7667984,0.7941451,0.8274569,0.5615292
68,0.05511811,0.7346765,0.806598,0.81696314,0.57668984
68,0.062992126,0.719664,0.815216,0.8042866,0.59424156
68,0.070866145,0.727022,0.84176797,0.7918618,0.61070037
68,0.07874016,0.7050221,0.8399369,0.7823688,0.62281543
68,0.08661418,0.6814119,0.8352073,0.7746644,0.63237256
68,0.09448819,0.7041808,0.8741212,0.7671344,0.6414864
68,0.10236221,0.7263876,0.92080754,0.7600017,0.64992106
68,0.11023622,0.7304202,0.94084597,0.7538383,0.65706
68,0.11811024,0.7113724,0.9215062,0.74873346,0.6628712
68,0.12598425,0.68553114,0.8940537,0.74457663,0.66753703
68,0.13385826,0.6836468,0.9016933,0.7405834,0.6719644
68,0.14173229,0.6849714,0.92634135,0.73627293,0.6766847
68,0.1496063,0.6878561,0.9436937,0.73135823,0.6819935
68,0.15748031,0.6640292,0.9213988,0.72552526,0.6881955
68,0.16535433,0.63218987,0.87342155,0.72116387,0.6927645
68,0.17322835,0.65361506,0.8702358,0.7217144,0.692191
68,0.18110237,0.6987155,0.8966961,0.7283091,0.68524873
68,0.18897638,0.72059315,0.8937709,0.7390829,0.6736145
68,0.19685039,0.7317158,0.8591412,0.75126123,0.660005
68,0.20472442,0.74283826,0.83058697,0.7638015,0.6454512
68,0.21259843,0.7448829,0.80627894,0.7764961,0.63012207
68,0.22047244,0.7556269,0.78016675,0.7890104,0.6143798
68,0.22834645,0.77426815,0.76314723,0.8014441,0.59806967
68,0.23622048,0.7877897,0.74574983,0.8134181,0.5816795
68,0.24409449,0.79747546,0.72862464,0.82465535,0.56563556
68,0.2519685,0.80409807,0.7106064,0.83503306,0.55019975
68,0.25984251,0.80584925,0.67744565,0.8445018,0.5355527
68,0.26771653,0.809004,0.6581126,0.8530139,0.52188826
68,0.27559054,0.82045895,0.6540617,0.8607827,0.5089727
68,0.28346458,0.83427966,0.6439662,0.86770624,0.49707735
68,0.2913386,0.8406102,0.64020956,0.87371695,0.48643473
68,0.2992126,0.8449109,0.6313453,0.87882555,0.47714323
68,0.30708662,0.84871024,0.61982876,0.88306934,0.46924257
68,0.31496063,0.8461283,0.6122297,0.8866436,0.4624534
68,0.32283464,0.84629977,0.5999641,0.8896465,0.45664993
68,0.33070865,0.83913344,0.59768957,0.8921005,0.45183697
68,0.33858266,0.83304995,0.5930754,0.8940813,0.4479047
68,0.3464567,0.8330436,0.583912,0.8955713,0.44491807
68,0.35433072,0.8304579,0.58153737,0.8965382,0.44296643
68,0.36220473,0.8260592,0.57667845,0.8970287,0.44197232
68,0.37007874,0.8248593,0.5814551,0.8970159,0.4419982
68,0.37795275,0.8345884,0.5973535,0.8964944,0.44305506
68,0.38582677,0.8388582,0.60237885,0.8954797,0.44510236
68,0.39370078,0.84184885,0.6109774,0.89404935,0.44796854
68,0.4015748,0.84097165,0.6177466,0.89246154,0.45112342
68,0.40944883,0.8393048,0.6176463,0.8908872,0.4542246
68,0.41732284,0.8415921,0.62206566,0.889453,0.45702666
68,0.42519686,0.8370156,0.6290826,0.8882169,0.4594243
68,0.43307087,0.82919943,0.62393564,0.88712674,0.4615259
68,0.44094488,0.8269155,0.617444,0.8862892,0.4631322
68,0.4488189,0.8268453,0.6225252,0.8856517,0.4643501
68,0.4566929,0.82879907,0.62470925,0.8852225,0.46516788
68,0.46456692,0.83689207,0.627763,0.88505447,0.46548748
68,0.47244096,0.83880806,0.62636286,0.8853245,0.46497375
68,0.48031497,0.8423248,0.6243391,0.88616717,0.4633657
68,0.48818898,0.847521,0.61444354,0.8876375,0.46054283
68,0.496063,0.85017824,0.60592544,0.8897242,0.45649844
68,0.503937,0.85710824,0.598613,0.8925342,0.45097974
68,0.511811,0.852685,0.5829612,0.8959835,0.44408727
68,0.51968503,0.84736526,0.5612797,0.9000523,0.43578184
68,0.52755904,0.8539669,0.54036546,0.90477586,0.42588803
68,0.53543305,0.85915905,0.52652407,0.90986943,0.41489476
68,0.54330707,0.8637971,0.51279557,0.9149873,0.40348262
68,0.5511811,0.8721441,0.49907777,0.9198422,0.3922886
68,0.5590551,0.8773637,0.48658746,0.9242861,0.38170037
68,0.56692916,0.8793344,0.4768014,0.9282562,0.37194145
68,0.5748032,0.88696957,0.47494262,0.93172854,0.36315554
68,0.5826772,0.88703626,0.4616153,0.9346603,0.35554197
68,0.5905512,0.8801059,0.4484129,0.9370314,0.34924522
68,0.5984252,0.8768374,0.45223925,0.93886614,0.3442824
68,0.6062992,0.8795409,0.44907042,0.94030875,0.34032255
68,0.61417323,0.88106066,0.43900856,0.94145685,0.33713344
68,0.62204725,0.877404,0.43818638,0.9423533,0.33461955
68,0.62992126,0.87658995,0.44370425,0.94302714,0.33271575
68,0.63779527,0.8842176,0.44063404,0.94349194,0.33139557
68,0.6456693,0.8865222,0.43752322,0.9438013,0.33051345
