TaskID,Input_1,Output1_1
314,18.9,70.2
315,12.2,79.06
315,12.3,78.39
315,13.3,76.5
315,14.3,73.92
315,14.9,75.98
315,15.0,77.95
315,15.1,71.27
315,15.2,75.6
315,15.3,72.41
315,15.9,74.25
315,16.0,75.89
315,16.1,72.4
315,16.2,72.49
315,16.3,71.45
320,12.1,69.91
320,13.9,66.87
320,15.1,64.57
320,15.2,67.43
320,15.6,64.07
320,15.8,65.27
320,16.6,62.71
320,16.8,61.175
320,16.9,60.36
320,17.0,59.78
320,17.1,60.89
320,17.2,60.095
320,18.0,60.06
320,18.1,61.48
320,18.2,59.6
320,18.3,59.760000000000005
320,18.8,60.72
320,19.1,62.7
320,19.2,60.72
320,19.8,61.25
320,19.9,60.035
321,13.1,66.27000000000001
321,14.0,64.6
321,14.1,64.32
321,14.3,65
321,14.4,64.46
321,15.0,65.34
321,15.1,64.17
321,15.4,61.84
321,16.0,61.975
321,16.2,61.38
321,16.4,63.49
321,16.5,61.31
321,17.0,61.64
321,17.1,61.72
321,17.2,59.32
321,17.3,61.39
321,17.5,59.55
321,18.1,60.724999999999994
321,18.2,58.315
321,18.4,59.93
321,19.1,59.2
321,19.2,58.545
330,14.5,66
330,14.9,68
330,15.5,68.4
330,16.0,65.375
330,16.1,65.595
330,16.2,63.099999999999994
330,16.3,63.35
330,16.5,64.08
330,16.6,62.71
330,17.1,62.94
330,17.2,63.54
330,18.0,64.59
330,18.1,65.16
330,18.2,64.22
330,18.5,62.67
330,19.1,64.96
337,11.8,70.58
337,11.9,71.14
337,12.9,68.555
337,13.5,68.85
337,13.6,65.67
337,13.7,62.974999999999994
337,13.9,66.185
337,14.0,63.92
337,14.5,68.78
337,14.6,70.67
337,14.7,65.07
337,14.9,68.31
337,15.0,64.735
337,15.5,68.42
337,15.6,63.685
337,15.7,62.89
337,15.8,69.31
337,15.9,66.71
343,13.2,71.28
343,13.7,67.82
343,13.8,67.56
343,14.1,64.855
343,14.2,66.31
343,14.9,64.78
343,15.0,64.84
343,15.2,62.04
343,15.7,64.11
343,15.8,64.83
343,15.9,66.83
343,16.0,62.42
343,16.2,65.245
343,16.3,64.65
346,11.6,80.36
346,11.8,84.1
346,12.6,79.42
346,13.5,82.02
346,13.6,79.81
346,13.8,78.93
346,13.9,79.1
346,14.5,79.13
346,14.8,77.68
346,15.5,79.71
346,15.7,78.06
346,15.8,78.75
346,16.6,80.68
346,16.7,77.33
346,17.5,80.19
346,17.6,79.46
351,12.8,74.24
351,13.5,66.9
351,13.6,67.745
351,13.7,66.64
351,13.8,65.4
351,13.9,66.51
351,14.0,65.17
351,14.6,63.325
351,14.9,64.795
351,15.0,62.97
351,15.6,60.755
351,15.9,60.985
351,16.0,60.14
352,10.7,79.77
352,11.7,72.67500000000001
352,13.4,66.64
352,13.5,66.02
352,13.6,65.405
352,13.7,64.62
352,14.4,64.66
352,14.5,64.10499999999999
352,14.7,65.66499999999999
352,14.8,63.99
352,15.3,63.255
352,15.4,63.45
352,15.7,63.575
352,15.8,61.730000000000004
353,13.2,68.26
353,13.3,67.02
353,13.4,67.84
353,13.5,68.13
353,13.6,65.09
353,14.2,63.51
353,14.4,65.56
353,14.6,65.31
353,14.7,67.84
353,15.3,66.24
353,15.4,65.64
353,15.5,67.64
353,15.6,65.91
353,15.7,66.18
354,10.5,96.22
354,10.6,93.15
354,10.7,96.62
354,11.6,79
354,13.3,70.57
354,13.4,67.55
354,13.6,67.78
354,13.7,68.23
354,14.3,65.295
354,14.4,64.72999999999999
354,14.7,62.905
354,14.8,62.98
354,15.3,63.21
354,15.4,63.52
354,15.7,62.385000000000005
358,15.1,71.26
358,15.3,69.21
358,15.4,66.3
358,16.0,66.95
358,16.1,65.12
358,16.3,65.06
358,16.4,66.49
358,17.0,66.39
358,17.1,64.56
358,17.3,64.41499999999999
358,17.4,64.17
358,17.9,63.845
358,18.1,63.51
358,18.2,65.7
358,18.3,64.56
358,19.0,64.12
358,19.1,63.34
363,13.7,68.54
363,14.6,64.27
363,14.7,65.06
363,14.8,64.91
363,15.1,66.15
363,15.3,65.63
363,15.6,66.45
363,15.7,68.79
363,15.8,65.29
363,16.1,67.14
363,16.3,63.815
363,16.4,64.26
363,16.5,64.34
363,16.7,69.25
363,17.4,65.81
363,17.7,66.925
363,18.3,69.005
363,18.4,66.3
363,18.5,66.87
363,18.6,66.73
364,12.2,73.98
364,13.2,71.195
364,13.3,68.4
364,13.4,68.48
364,14.0,67.16
364,14.3,65.88
364,14.4,66.23
364,15.0,67.3
364,15.1,65.04
364,15.3,64.52000000000001
364,15.4,64.64
364,16.0,63.325
364,16.1,62.55
364,16.2,63.995
364,16.3,64.345
364,16.4,63.06
364,17.1,63.6
364,17.4,63.27
364,18.1,62.47
364,18.3,63.625
364,18.4,61.53
366,13.4,71.79
366,14.0,68.29
366,14.1,66.58
366,14.2,66.71
366,14.4,66.7
366,15.1,66.02
366,15.2,66.34
366,15.3,65.94
366,15.4,65.71
366,15.8,66.46
366,16.0,66.34
366,16.2,68.52
366,16.4,65.83
367,13.0,75.88
367,13.8,71.3
367,14.0,69.45
367,14.5,68.01
367,14.6,67.98
367,14.8,69.11
367,15.0,67.93
367,15.9,67.92
367,16.0,66
367,16.7,67.37
367,16.8,65.015
367,17.0,64.46
367,17.7,65.8
367,17.9,66.49
367,18.0,65.25
367,18.4,66.71
367,18.6,65.85
367,18.7,66.75
367,19.0,65.79
367,19.6,67.17
367,19.9,66.01
375,12.5,75.36
375,13.4,71.47
375,13.5,69.19
375,13.6,68.86
375,13.7,73.44
375,14.3,68.65
375,14.4,68.17
375,14.6,68.88
375,14.7,68.7
375,15.3,68.98
375,15.6,67.41499999999999
375,15.7,67.96
375,16.3,65.315
375,16.4,64.07499999999999
375,16.6,65.32
375,16.7,66.14
375,17.4,64.43
375,17.7,65.18
376,13.3,73.19
376,14.3,69.84
376,14.8,72.19
376,15.0,71.15
376,15.2,67.9
376,15.3,66.495
376,16.3,65.89
376,16.4,66.65
376,17.4,64.82
376,17.9,65.33
376,18.0,65.505
376,18.1,64.85
376,18.3,65.03
376,18.4,65.35499999999999
376,18.8,66.55
376,18.9,66.64
376,19.0,66.96
376,19.1,66.3
378,14.4,70.18
378,14.7,71.5
378,15.3,70.19
378,15.7,67.85
378,16.4,71.565
378,16.5,67.21
378,16.7,66.95
378,17.4,66.05
378,17.7,65.005
378,17.8,66.04499999999999
378,18.5,63.745000000000005
378,18.7,64.94
378,18.8,64.22
379,13.2,62.12
379,13.9,60.37
379,14.0,60.005
379,14.1,60.07
379,14.2,59.095
379,14.3,57.935
379,14.4,57.63
379,15.0,59.92
379,15.1,58.41
379,15.2,57.015
379,15.3,60.87
379,15.4,58.31
379,16.0,55.879999999999995
379,16.1,55.56
379,16.2,56.465
379,16.3,55.92
379,16.4,55.685
379,16.9,56.379999999999995
379,17.0,56.265
379,17.1,55.83
379,17.3,55.504999999999995
379,17.4,55.805
379,17.5,55.12
379,18.0,55.965
379,18.1,56.83
379,18.2,54.855000000000004
379,18.3,55.480000000000004
379,18.4,55.09
379,18.5,55.15
379,19.0,55.870000000000005
379,19.1,56.015
379,19.2,55.28
379,19.3,55.16
379,19.4,55.2
379,19.5,54.845
379,20.0,55.150000000000006
382,14.4,66.09
382,15.0,66.6
382,15.1,66.61
382,15.4,65.11
382,16.0,63.85
382,16.1,63.73
382,16.2,64.03999999999999
382,16.3,64.95
382,16.4,64.67999999999999
382,17.0,66.63
382,17.1,68.59
382,17.2,64.31
382,17.4,64.46
382,18.3,63.56
382,18.4,67.32
385,13.3,74.02
385,13.6,73.77
385,13.8,71.3
385,14.3,71.69
385,14.4,71.44
385,14.5,74.18
385,14.6,72.43
385,14.8,70.16
385,15.3,73.02
385,15.4,73.03
385,15.5,74.36
385,15.6,71.35
385,15.8,71.17
385,16.3,71.22
385,16.4,72.03
385,16.5,71.17
385,16.8,71.47
385,17.3,69.44
385,17.4,68.04
385,17.5,68.45
385,17.8,68.885
385,18.3,72.63
385,19.3,76.54
386,12.2,76.69
386,12.3,71.11
386,12.4,68.62
386,13.1,72.91
386,13.4,69.02
386,13.9,69.81
386,14.1,67.69
386,14.3,67.735
386,15.0,63.81
386,15.1,63.95
386,15.2,64.03
386,15.3,64.24
386,15.4,64.1
386,15.5,63.36
386,16.0,63.41
386,16.1,63.8
386,16.2,62.04
386,16.3,62.15
386,16.4,62.285
386,16.5,61.59
386,16.9,66.12
386,17.0,62.99
386,17.1,63.02
386,17.2,61.54
388,12.4,67.88
388,13.4,66.13
388,14.4,65.25
388,14.5,63.83
388,15.1,64.045
388,15.2,63.055
388,15.3,64.675
388,15.5,62.36
388,16.0,62.66
388,16.1,62.29
388,16.2,62.27
388,16.6,62.6
388,16.9,63.72
388,17.0,63.02
388,17.1,62.09
388,17.2,62.13
388,17.4,63.35
388,17.5,65.64
388,17.6,62.79
388,17.9,65.41
388,18.0,64.28
388,18.1,64.5
388,18.2,64.12
388,18.4,65.28
388,19.1,64.51
388,19.2,61.66
388,19.3,62.42
388,19.4,66.37
388,19.5,66.55
397,13.0,75.18
397,13.7,68.26
397,13.8,67.5
397,14.0,69.5
397,14.1,67.57
397,14.7,66.14
397,14.8,65.385
397,15.1,63.94500000000001
397,15.7,65.25
397,15.8,63.92
397,16.0,64.93
397,16.7,64.36
397,16.8,64.75
397,17.1,64.33
401,11.5,72.265
401,11.8,75.22
401,11.9,72.41
401,12.8,72.88
401,12.9,70.04
401,13.5,67.17
401,13.6,66.03
401,13.8,66.615
401,13.9,65.5
401,14.5,66.57
401,14.6,65.06
401,14.8,65.87
401,14.9,66.74
401,15.6,64.21
401,15.9,65.50999999999999
404,11.2,73.93
404,13.8,64.5
404,13.9,64.97
404,14.0,63.459999999999994
404,14.2,63.745
404,14.3,65.05
404,14.8,64.05
404,14.9,63.51
404,15.0,62.915
404,15.2,64.11
404,15.3,64.05499999999999
405,14.1,66.10499999999999
405,14.2,65.995
405,14.9,63.905
405,15.0,64.27
405,15.2,63.19
405,15.3,62.900000000000006
405,15.9,62.74
405,16.0,62.16
405,16.2,62.32
405,16.3,61.7
405,16.8,62.495
405,16.9,62.375
405,17.0,61.67
405,17.1,61.78
405,17.2,61.32
405,17.3,61.99
405,17.9,62.315
405,18.0,62.67
405,18.9,62.95
416,13.3,70.04
416,14.0,69.43
416,14.2,68.66
416,14.3,66.62
416,15.1,64.45
416,15.2,63.98
416,15.3,67.47
416,15.8,64.7
416,16.1,64.4
416,16.4,64.67
416,16.9,63.8
416,17.1,63.51
416,17.4,66.14
416,17.9,64.69
416,18.4,63.57
418,13.8,68.55
418,14.0,66.3
418,14.1,66.3
418,14.4,66.3
418,14.6,65.33
418,14.7,64.055
418,14.8,64.74
418,14.9,63.22
418,15.0,62.900000000000006
418,15.1,61.71
418,15.3,64.87
418,15.6,63.69
418,15.7,63.59
418,15.8,62.97
418,16.0,62.97
418,16.1,62.33
418,16.5,62.63
418,16.6,62.085
418,16.7,62.41
418,16.9,62.724999999999994
418,17.0,62.14
418,17.6,62.655
418,17.7,62.92
430,11.7,72.26
430,11.9,70.62
430,12.0,70.62
430,13.6,65.57
430,13.7,64.12
430,13.9,64.58500000000001
430,14.0,65.07
430,14.6,64.36
430,14.7,64.85
430,14.9,65.31
430,15.6,67.55
430,15.7,66
432,11.4,78.39
432,12.3,71.74
432,12.8,69.52
432,13.3,68.95
432,13.4,65.81
432,13.5,68.4
432,13.6,66.46
432,14.3,66.98
432,14.4,66.53
432,14.5,66.49
432,14.6,67.41
432,14.8,65.86
432,15.3,68.63
432,15.7,67.77
432,15.8,65.34
432,16.4,65.05
432,16.5,66.29
432,16.8,66.67
432,17.3,70.24
432,17.4,67.95
432,17.5,66.91
435,14.8,64.37
435,15.2,65.3
435,15.5,63.665
435,15.8,65.74
435,16.3,63.29
435,16.4,64.17
435,16.5,63.144999999999996
435,16.8,66.04
435,17.4,62.89
435,17.5,61.504999999999995
435,17.8,61.28
435,17.9,60.52
435,18.3,61.74
435,18.4,61.129999999999995
435,18.5,61.02
435,18.7,60.36
435,18.9,61.03
435,19.4,61.93
435,19.5,61.82
435,19.6,62.53
435,19.7,60.47
435,19.8,61.44
436,13.8,74.95
436,14.0,70.97
436,14.9,69.47
436,15.0,69.07
436,15.9,70.39
436,16.6,65.28
436,16.7,64.67
436,16.8,67.18
436,16.9,64.43
436,17.0,65.005
436,17.7,65.735
436,17.9,65.51
436,18.0,67.11
436,18.6,64.07
436,18.7,63.675
436,18.9,64.415
436,19.5,63.5
436,19.6,62.715
436,19.9,63.62
440,11.9,85.44
440,12.2,79.28
440,12.9,76.98
440,13.1,74.57
440,13.2,74.9
440,13.4,76.7
440,14.0,74.96
440,14.1,73.2
440,14.2,73.89
440,14.4,76.26
440,14.9,72.81
440,15.0,76.07
440,15.4,76.26
440,16.1,74.43
440,16.9,73.18
440,18.0,70.25
440,18.4,72.67
446,12.7,81.64
446,13.4,74.91
446,13.5,73.74
446,14.3,71.61
446,14.4,70.23
446,14.5,69.66
446,14.7,67.515
446,15.4,68.2
446,15.5,67.88
446,15.7,67.39
446,16.4,67.82
446,16.5,69.04
446,16.6,67.19
446,16.7,67.25
453,12.2,64.3
453,13.3,64.725
453,13.9,65.41499999999999
453,14.0,65.42
453,14.1,64.055
453,14.3,64.795
453,14.9,62.655
453,15.0,61.935
453,15.1,62.73
453,15.3,62.75
453,15.4,61.510000000000005
453,15.7,61.85
453,15.9,62.07
453,16.0,62.03
453,16.1,62.73
453,16.2,62.69
453,16.3,63.905
467,12.2,70.44
467,13.3,66.7
467,13.9,63.68
467,14.3,63.975
467,14.8,64.32
467,15.0,64.67
467,15.1,65.9
467,15.3,65.025
467,15.7,64.525
467,15.8,64.245
467,16.0,64.27
467,16.1,65.35
467,16.3,65.51
467,17.0,64.295
467,17.2,64.83000000000001
467,17.3,67.09
467,17.9,67.79
467,18.9,68.95
471,12.2,66.41
471,12.3,67.11
471,12.7,68.4
471,13.2,64.71
471,14.0,65.5
471,14.2,65.05
471,14.3,64.63
471,15.0,75.92
471,15.1,69.41
471,15.2,67.53999999999999
471,16.0,66.245
471,16.1,66.03
471,16.2,66.86500000000001
471,16.3,66.82
471,16.9,66.88
471,17.0,65.845
471,17.1,66.52
471,17.2,66.08500000000001
473,12.5,72.86
473,12.6,72.23
473,12.7,71.32
473,12.8,71.44
473,12.9,71.11
473,13.5,69.71
473,13.6,68.7
473,13.9,66.605
473,14.5,68.39
473,14.6,67.5
473,14.8,64.75
473,14.9,65.33
473,15.0,65.74
473,15.5,64.63
473,15.6,67.29
473,15.8,66.38
473,15.9,68.205
473,16.5,68.46
473,16.6,67.86
473,16.7,68.92
473,16.9,70.045
481,12.8,67.83500000000001
481,13.2,69.1
481,13.8,66.85
481,13.9,66.34
481,14.2,66.78
481,14.9,64.33
481,15.0,62.915
481,15.1,64.825
481,15.2,64.6
481,15.8,66.945
481,15.9,66.52000000000001
481,16.1,66.66
481,16.8,68.2
481,16.9,62.83
481,17.0,63.08
481,17.3,68.84
486,12.4,75.07
486,13.4,68.92
486,14.0,68.16
486,14.1,66.38
486,14.3,64.89
486,14.4,65.7
486,14.5,64.4
486,14.8,65.205
486,15.0,64.68
486,15.1,63.96
486,15.2,65.12
486,15.5,63.13
486,15.7,64.74
486,16.0,63.870000000000005
486,16.1,62.875
486,16.2,63.31
486,16.4,62.07
486,16.7,63.22
486,17.0,63.875
486,17.1,62.41
486,17.2,62.41
486,17.3,63.15
486,17.4,61.43
486,17.5,63.24
486,18.0,62.34
486,18.1,62.3
486,19.0,65.04
488,13.1,67.515
488,13.8,65.47
488,14.1,65.28
488,14.2,63.260000000000005
488,14.7,64.305
488,14.8,64.24000000000001
488,14.9,63.85
488,15.1,63.515
488,15.2,62.445
488,15.8,63.91
488,15.9,64.03
491,13.3,71.97
491,14.2,65.52
491,14.3,68.13
491,14.4,69.27
491,15.0,67.15
491,15.1,68.41
491,15.2,64.75
491,15.3,64.36500000000001
491,15.4,64.26
491,16.0,64.43
491,16.1,65.03
491,16.3,64.77
491,16.4,66.42
491,17.0,65.06
491,17.1,64.26
491,17.2,64.48
491,17.3,64.84
491,17.4,64.68
494,13.1,72.7
494,13.4,72.79
494,13.5,71.99
494,14.1,70.02
494,14.2,72.07
494,14.5,67.965
494,15.1,67.79
494,15.2,67.53
494,15.4,66.41
494,16.1,68.08
494,16.2,67.17
494,16.4,67.05
494,16.5,66.435
494,17.2,71.6
499,12.0,67.06
499,12.5,66.81
499,13.0,65.78
499,13.1,63.295
499,13.2,62.06
499,13.4,62.730000000000004
499,13.6,61.29
499,14.1,61.41
499,14.2,60.66
499,14.3,59.89
499,14.6,59.705
499,15.1,60.095
499,15.2,59.91
499,15.3,59.68
499,15.5,60.23
499,16.1,60.21
499,16.2,59.37
499,16.3,59.4
499,16.5,60.01
499,16.6,58.89
499,17.1,58.51
499,17.2,59.96
499,17.3,58.08
499,17.5,59.14
499,17.6,58.305
499,18.1,59.685
499,18.2,59.07
499,18.3,58.55
499,18.5,59.125
499,18.6,58.64
500,14.8,70.36
500,15.7,68.03
500,16.6,66.69
500,16.7,65.545
500,16.8,66.29
500,17.4,63.91
500,17.5,64.255
500,17.7,63.875
500,17.8,65.48
500,18.2,64.34
500,18.4,64.07
500,18.5,63.82
500,18.6,64.9
500,18.8,64.84
501,12.9,72.87
501,13.8,66.89
501,13.9,65.45
501,14.0,66.21
501,14.5,65.43
501,14.6,64.065
501,14.8,64.97
501,14.9,65.24
501,15.0,64.43
501,15.5,65.08500000000001
501,15.8,63.864999999999995
501,15.9,63.394999999999996
501,16.0,63.78
501,16.3,64.55
501,16.6,62.63
501,16.7,62.45
501,16.8,62.94
501,16.9,64.12
501,17.5,63.935
501,17.6,63.69
501,17.7,65.82
501,17.9,65.545
505,12.2,73.14
505,13.2,71.14
505,13.3,70.49000000000001
505,13.9,68.9
505,14.0,66.32
505,14.1,70.32
505,14.2,66.91
505,14.3,66.43
505,14.8,68.17
505,14.9,68.18
505,15.0,68.76
505,15.2,68.78
505,15.3,68.29
508,12.4,82.7
508,14.1,68.02
508,14.3,69.47
508,15.0,68.52
508,15.1,66.82
508,15.3,67.36
508,16.0,68.49
508,16.1,67.97
508,17.0,67.25
508,17.4,67.17
508,18.0,66.93
508,19.3,69.17
511,13.8,68.57
511,13.9,68.31
511,14.5,66.005
511,14.6,65.58500000000001
511,14.8,64
511,14.9,64.37
511,15.4,64.53
511,15.5,64.97999999999999
511,15.6,64.7
511,15.8,64.015
511,16.5,63.39
511,16.8,66.23
511,17.5,64.08
511,17.7,63.51
516,12.6,72.36
516,13.7,68.215
516,13.8,70.26
516,14.5,67.85
516,14.7,65.745
516,14.8,65.905
516,15.4,68.06
516,15.5,67.34
516,15.6,67.23
516,15.7,66.84
516,15.8,65.42
516,16.5,66.79
516,16.8,69.28
517,10.1,85.21
517,11.1,76.74
517,11.2,78.72
517,12.1,69.4
517,12.2,71.52
517,13.1,68.78
517,13.2,64.91
517,13.8,65.815
517,13.9,65.69
517,14.2,65.3
517,14.3,64.56
517,14.7,64.48
517,17.2,62.58
518,11.4,80.26
518,11.7,76.14
518,12.0,76.46
518,12.4,70.92
518,13.7,64.51
518,13.8,66.06
518,13.9,65.52000000000001
518,14.6,65.13
518,14.7,63.35
518,14.8,63.08
518,14.9,62.81
518,15.4,62.4
518,15.7,62.61
518,15.8,63.27
518,15.9,62.495000000000005
520,12.4,73.99
520,14.1,62.185
520,14.2,61.7
520,14.3,62.675
520,14.4,61.480000000000004
520,14.9,61.7
520,15.0,60.985
520,15.1,61.254999999999995
520,15.2,60.06
520,15.3,60.19
520,15.4,59.68
520,15.9,60.5
520,16.0,60.17
520,16.1,60.1
520,16.2,59.6
520,16.4,58.985
520,16.9,60.425
520,17.0,59.16
520,17.1,59.769999999999996
520,17.2,59.38
520,17.3,57.2
520,17.4,58.73
520,18.0,59.215
520,18.1,59.52
520,18.3,60.7
523,13.2,67.89
523,13.3,67.86
523,13.5,67.67
523,13.6,67.62
523,14.0,67.345
523,14.2,67.43
523,14.3,65.68
523,14.6,64.69
523,15.2,64.06
523,15.3,63.64
523,15.6,63.08
523,16.2,64.81
523,16.3,62.995000000000005
523,16.5,63.27
523,16.6,64.14500000000001
523,17.2,63.71
523,17.5,64.18
523,17.6,64.96000000000001
545,11.7,67.7
545,12.8,64.8
545,13.3,64.965
545,13.6,64.19500000000001
545,13.8,64.04
545,14.4,63.075
545,14.6,62.38
545,14.8,62.39
545,15.2,61.73
545,15.4,61.26
545,15.5,60.400000000000006
545,15.6,59.34
545,15.7,61.51
545,15.8,59.099999999999994
545,16.3,59.790000000000006
545,16.4,60.325
545,16.5,61.71
545,16.6,59.71
545,16.7,59.7
545,16.8,59.61
545,17.2,60.65
545,17.4,60.565
545,17.5,58.17
545,17.6,58.4
545,17.7,58.97
545,18.2,60.42
545,18.5,59.985
545,18.6,60.48
545,19.4,61.745
548,12.1,72.97
548,13.1,73.16
548,13.2,68.75
548,13.3,67.73
548,13.9,65.8
548,14.0,64.81
548,14.1,63.47
548,14.3,63.644999999999996
548,14.4,63.49
548,15.0,65.31
548,15.1,63.495000000000005
548,15.3,63.09
548,15.4,63.55
548,16.0,63.85
548,16.1,62.485
548,16.3,62.44
548,16.4,61.72
548,16.9,63.34
548,17.0,62.1
548,17.1,63.84
548,17.4,61.85
553,13.2,70.06
553,13.3,71.12
553,14.1,68.32
553,14.3,68.87
553,15.0,66.25999999999999
553,15.2,64.78999999999999
553,15.3,63.855000000000004
553,15.4,63.01
553,15.8,64.28
553,16.0,63.315
553,16.2,62.29
553,16.3,63.43
553,16.4,62.6
553,16.9,62.76
553,17.0,62.39
553,17.1,62.49
553,17.2,61.82
553,17.3,63.084999999999994
553,17.4,61.43
558,10.3,80.43
558,11.2,76.095
558,12.2,71.24
558,12.3,76.06
558,13.3,69.265
558,13.9,69.11
558,14.0,65.805
558,14.1,66.39
558,14.3,66.61
558,15.0,65.14500000000001
558,15.1,65.83
558,15.3,64.33500000000001
558,15.4,66.48
558,16.0,64.09
558,16.1,63.04
558,16.3,62.515
558,16.4,61.730000000000004
561,14.1,73.07
561,14.2,70.89
561,14.8,69.79499999999999
561,14.9,69.08
561,15.1,69.005
561,15.2,69.86
561,15.7,68.7
561,15.8,68.08500000000001
561,15.9,67.74000000000001
561,16.1,68.565
561,16.7,67.28999999999999
561,16.8,66.96
561,16.9,68.26
561,17.2,67.78
561,18.1,67.35
561,19.8,68.64
561,20.0,70.285
565,13.7,65.055
565,13.8,66.83
565,13.9,64.65
565,14.0,66.79
565,14.6,64.65
565,14.8,62.75
565,14.9,63.385
565,15.0,63.07
565,15.5,64.615
565,15.6,63.295
565,15.7,63.23
565,15.8,62.495000000000005
565,15.9,63.195
565,16.5,64.67
565,16.6,63.290000000000006
565,16.8,62.14
565,16.9,61.715
565,17.0,61.6
565,17.5,64.905
565,17.6,63.01
565,17.8,63.6
565,17.9,62.879999999999995
565,18.5,63.27
565,18.7,60.75
565,18.8,61.400000000000006
565,18.9,61.57
565,19.5,62.965
565,19.6,61.834999999999994
565,19.7,60.94
565,19.8,60.815
565,19.9,62.349999999999994
568,10.1,85.33
568,11.1,77.735
568,11.7,73.8
568,11.8,72.24
568,12.1,71.47
568,12.7,68.09
568,12.8,68.96333333333334
568,12.9,67.69
568,14.3,65.69
568,14.9,67.25
568,15.0,66.99
568,15.2,66.705
568,15.3,66.38
568,15.9,67.02
569,13.9,67.64500000000001
569,14.0,66.44
569,14.3,66.75
569,14.4,65.55
569,14.5,65.65
569,15.1,64.85
569,15.3,63.19
569,15.5,63.55
569,16.0,63.23
569,16.1,63.45
569,16.2,63.63
569,16.4,63.739999999999995
569,16.6,63.05
569,17.0,64.18
569,17.1,64.77
570,10.0,96.23
570,12.1,80.56
570,13.1,74.65
570,13.4,73
570,14.0,72.71
570,14.1,70.82
570,14.2,70.5
570,14.4,72.03
570,14.5,71.62
570,15.1,73.76
570,15.2,69.575
570,15.4,71.73
570,16.0,73.47
570,16.3,70.71
570,16.4,70.66999999999999
570,16.8,71.42
570,17.1,71.78
570,17.2,71.19
570,17.3,71.19
570,17.5,72.58
572,13.7,65.22
572,14.9,64.5
572,15.2,65.21
572,15.4,63.795
572,15.5,63.46
572,15.7,63.56
572,15.8,65.075
572,16.3,63.79
572,16.4,64.11
572,16.5,63.9
572,16.6,63.59
572,16.7,63.78
572,16.8,63.19
572,16.9,62.79
572,17.3,64.43
572,17.4,62.91
572,17.5,63.31
572,17.6,63
572,18.4,64.38
572,18.6,62.24
572,18.8,62.86
572,19.5,64.76
572,19.8,63.18
573,12.2,74.71
573,14.2,64.525
573,14.3,65.68
573,14.8,66.85
573,14.9,63.980000000000004
573,15.1,63.59
573,15.3,65.495
573,15.8,65.17
573,15.9,66.3
573,16.3,64.96
573,16.8,64.39
573,16.9,65.22
573,17.0,66.21
573,17.2,66.21
573,17.3,64.7
573,17.7,69.06
573,19.9,67.13
575,13.0,67.56
575,13.3,69.39
575,13.5,66.9
575,13.6,65.73
575,13.8,64.93
575,13.9,63.945
575,14.0,65.09
575,14.4,64.13
575,14.5,64.515
575,14.6,65.19999999999999
575,14.7,65.82
575,15.0,64.955
575,15.5,64.19
575,15.6,64.46
575,15.7,65.08
575,15.9,64.235
575,16.0,65.99
575,16.6,65.215
575,17.7,63.64
575,17.9,64
576,13.2,68.91
576,13.3,69.66
576,13.7,68.98
576,14.2,68.39
576,14.3,66.62
576,14.6,65.54
576,14.7,66.63499999999999
576,15.5,65.92
576,15.6,64.93
576,15.7,65.28
576,16.3,68.12
576,16.4,64.94
576,16.5,65.16
576,16.7,64.49
576,17.2,65.72
576,17.4,66.73
576,17.6,65.49
576,17.7,66.04
577,11.9,71.36
577,13.4,67.64
577,13.8,67.57
577,14.7,63.1
577,15.0,63.739999999999995
577,15.6,64.27
577,15.7,63.44
577,15.8,64.54
577,16.0,64.76
577,16.1,63.97
577,16.6,63.16
577,16.9,63.98
577,17.0,63.605
577,17.1,63.11
577,17.4,63.4
577,17.6,63.21
577,17.9,64.34
577,18.0,64.61
577,18.6,65.87
577,18.7,67.03
580,12.2,75.49
580,13.2,66.175
580,13.8,67.56
580,13.9,65.84
580,14.0,68.965
580,14.1,65.86500000000001
580,14.2,64.015
580,14.9,63.54
580,15.1,61.63
580,15.2,61.09
580,15.3,60.485
580,15.9,60.47
580,16.1,62.21
580,16.2,60.595
580,16.3,60.14
581,12.6,71.63
581,13.4,70.96
581,13.6,68.38
581,14.2,68.35
581,14.3,68.71
581,14.4,67.91
581,14.5,68.38
581,14.6,68.86
581,14.7,68.45
581,15.4,69.12
581,15.6,69.89
581,15.7,68.08
581,16.2,71.28
581,16.3,70.44
581,16.5,73.39
581,16.6,72.57
581,17.1,74.82
589,10.4,89.94
589,11.4,80.79
589,11.6,83.29
589,12.4,70.87
589,13.2,68.41
589,13.5,67.91
589,13.6,66.83
589,14.3,65.87
589,14.5,65.63
589,14.6,66.6
589,15.3,66.295
589,15.5,64.845
589,15.6,64.4
589,16.3,64.44
589,16.4,64.07
589,16.5,63.8
589,16.6,64.38
590,12.0,69.04
590,13.1,66.99000000000001
590,13.6,63.915
590,13.7,64.23
590,13.8,64.71
590,14.0,64.29
590,14.7,65.025
590,14.8,65.24
590,14.9,62.89
590,15.1,63.885
590,15.2,62.8
590,15.5,62.16
590,15.7,61.91
590,15.8,61.3
590,15.9,60.835
590,16.0,60.76
590,16.1,61.47
590,16.2,61.08
590,16.5,61.78
590,16.8,61.27
590,16.9,61.480000000000004
590,17.0,60.25
590,17.1,62.05
590,17.2,60.95
590,17.7,62.08
590,17.8,61.06
590,17.9,62.26
590,18.0,60.86
590,18.1,61.95
590,18.8,62.675
590,18.9,60.71
590,19.8,63.46
598,11.2,79.09
