TaskID,Input1,Output8_1,Output16_1,Dataframe
46,4,760.0,469.0,Train
46,5,733.0,479.0,Train
46,6,709.0,388.0,Train
46,7,760.0,558.0,Train
46,8,928.0,909.0,Train
46,9,1066.0,944.0,Train
46,10,1224.0,955.0,Train
46,11,1194.0,1005.0,Train
46,12,1248.0,851.0,Train
46,13,1251.0,833.0,Train
46,14,1093.0,855.0,Train
46,15,998.0,844.0,Train
46,16,1033.0,836.0,Train
46,17,1069.0,871.0,Train
46,18,1074.0,935.0,Train
46,19,1208.0,1036.0,Train
46,20,1177.0,1235.0,Train
46,21,1109.0,1171.0,Train
46,22,1086.0,1078.0,Train
46,23,1005.0,885.0,Train
46,24,955.0,705.0,Train
46,25,857.0,603.0,Train
46,26,747.0,562.0,Train
46,27,543.0,548.0,Train
46,28,702.0,456.0,Train
46,29,676.0,445.0,Train
46,30,637.0,318.0,Train
46,31,712.0,462.0,Train
46,32,843.0,736.0,Train
46,33,1022.0,704.0,Train
46,34,1005.0,916.0,Train
46,35,1038.0,1037.0,Train
46,36,1079.0,877.0,Train
46,37,1016.0,808.0,Train
46,38,1117.0,750.0,Train
46,39,1025.0,699.0,Train
46,40,961.0,669.0,Train
46,41,1012.0,634.0,Train
46,42,989.0,571.0,Train
46,43,999.0,791.0,Train
46,44,1089.0,899.0,Train
46,45,1049.0,1063.0,Train
46,46,988.0,1034.0,Train
46,47,978.0,881.0,Train
46,48,987.0,650.0,Train
46,49,871.0,609.0,Train
46,50,730.0,557.0,Train
46,51,622.0,506.0,Train
46,52,666.0,466.0,Train
46,53,685.0,457.0,Train
46,54,631.0,321.0,Train
46,55,641.0,395.0,Train
46,56,749.0,558.0,Train
46,57,887.0,627.0,Train
46,58,937.0,798.0,Train
46,59,1003.0,948.0,Train
46,60,1022.0,913.0,Train
46,61,989.0,570.0,Train
46,62,878.0,635.0,Train
46,63,834.0,568.0,Train
46,64,831.0,475.0,Train
46,65,810.0,393.0,Train
46,66,867.0,415.0,Train
46,67,941.0,600.0,Train
46,68,995.0,871.0,Train
46,69,1077.0,941.0,Train
46,70,1016.0,903.0,Train
46,71,928.0,801.0,Train
47,0,824.0,606.0,Train
47,1,763.0,522.0,Train
47,2,648.0,482.0,Train
47,3,518.0,460.0,Train
47,4,692.0,421.0,Train
47,5,644.0,452.0,Train
47,6,604.0,353.0,Train
47,7,659.0,544.0,Train
47,8,783.0,948.0,Train
47,9,818.0,1076.0,Train
47,10,1103.0,1035.0,Train
47,11,1137.0,1120.0,Train
47,12,1191.0,976.0,Train
47,13,1092.0,860.0,Train
47,14,1014.0,989.0,Train
47,15,1025.0,916.0,Train
47,16,1029.0,961.0,Train
47,17,1124.0,928.0,Train
47,18,1016.0,903.0,Train
47,19,1079.0,1161.0,Train
47,20,1153.0,1376.0,Train
47,21,1006.0,1184.0,Train
47,22,1090.0,1161.0,Train
47,23,955.0,964.0,Train
47,24,874.0,641.0,Train
47,25,797.0,512.0,Train
47,26,693.0,512.0,Train
47,27,607.0,466.0,Train
47,28,703.0,424.0,Train
47,29,716.0,449.0,Train
47,30,638.0,385.0,Train
47,31,679.0,628.0,Train
47,32,858.0,1043.0,Train
47,33,1002.0,1152.0,Train
47,34,1099.0,1140.0,Train
47,35,1143.0,1132.0,Train
47,36,1184.0,970.0,Train
47,37,1080.0,932.0,Train
47,38,1048.0,1043.0,Train
47,39,986.0,935.0,Train
47,40,978.0,1012.0,Train
47,41,985.0,881.0,Train
47,42,995.0,855.0,Train
47,43,1144.0,1059.0,Train
47,44,1052.0,1054.0,Train
47,45,1105.0,1041.0,Train
47,46,1149.0,1056.0,Train
47,47,995.0,974.0,Train
47,48,864.0,656.0,Train
47,49,777.0,560.0,Train
47,50,683.0,515.0,Train
47,51,538.0,484.0,Train
47,52,726.0,421.0,Train
47,53,701.0,459.0,Train
47,54,659.0,370.0,Train
47,55,658.0,574.0,Train
47,56,798.0,1184.0,Train
47,57,1087.0,1265.0,Train
47,58,1231.0,1123.0,Train
47,59,1181.0,1175.0,Train
47,60,1133.0,919.0,Train
47,61,1197.0,919.0,Train
47,62,1052.0,1062.0,Train
47,63,1008.0,974.0,Train
47,64,982.0,1008.0,Train
47,65,1100.0,992.0,Train
47,66,1083.0,966.0,Train
47,67,1268.0,861.0,Train
47,68,1269.0,1133.0,Train
47,69,1173.0,1091.0,Train
47,70,1201.0,1171.0,Train
47,71,1109.0,980.0,Train
48,0,931.0,731.0,Train
48,1,868.0,601.0,Train
48,2,732.0,535.0,Train
48,3,603.0,498.0,Train
48,4,763.0,433.0,Train
48,5,739.0,450.0,Train
48,6,645.0,385.0,Train
48,7,780.0,695.0,Train
48,8,857.0,1107.0,Train
48,9,1052.0,1146.0,Train
48,10,1136.0,1148.0,Train
48,11,1069.0,1206.0,Train
48,12,1228.0,945.0,Train
48,13,1076.0,1031.0,Train
48,14,1100.0,1114.0,Train
48,15,1126.0,1127.0,Train
48,16,1076.0,1124.0,Train
48,17,1112.0,1040.0,Train
48,18,1069.0,938.0,Train
48,19,1133.0,1054.0,Train
48,20,1097.0,1065.0,Train
48,21,1144.0,1124.0,Train
48,22,1147.0,1161.0,Train
48,23,1117.0,931.0,Train
48,24,968.0,675.0,Train
48,25,901.0,571.0,Train
48,26,759.0,535.0,Train
48,27,618.0,475.0,Train
48,28,793.0,459.0,Train
48,29,763.0,466.0,Train
48,30,693.0,402.0,Train
48,31,790.0,650.0,Train
48,32,947.0,1133.0,Train
48,33,1096.0,1158.0,Train
48,34,1123.0,1174.0,Train
48,35,1058.0,1207.0,Train
48,36,1083.0,950.0,Train
48,37,1090.0,894.0,Train
48,38,1013.0,952.0,Train
48,39,966.0,942.0,Train
48,40,1005.0,1015.0,Train
48,41,1025.0,967.0,Train
48,42,1002.0,990.0,Train
48,43,1110.0,1008.0,Train
48,44,1133.0,1089.0,Train
48,45,1134.0,1056.0,Train
48,46,1218.0,1078.0,Train
48,47,1100.0,1034.0,Train
48,48,1038.0,723.0,Train
48,49,928.0,602.0,Train
48,50,794.0,590.0,Train
48,51,739.0,531.0,Train
48,52,746.0,494.0,Train
48,53,705.0,488.0,Train
48,54,610.0,345.0,Train
48,55,663.0,421.0,Train
48,56,824.0,653.0,Train
48,57,1045.0,794.0,Train
48,58,1191.0,843.0,Train
48,59,1161.0,811.0,Train
48,60,1188.0,932.0,Train
48,61,1096.0,775.0,Train
48,62,1147.0,711.0,Train
48,63,1096.0,708.0,Train
48,64,1023.0,781.0,Train
48,65,1049.0,714.0,Train
48,66,917.0,692.0,Train
48,67,1016.0,925.0,Train
48,68,1146.0,971.0,Train
48,69,1092.0,1021.0,Train
48,70,1036.0,996.0,Train
48,71,1025.0,877.0,Train
49,0,947.0,683.0,Train
49,1,837.0,602.0,Train
49,2,733.0,550.0,Train
49,3,662.0,498.0,Train
49,4,698.0,482.0,Train
49,5,682.0,450.0,Train
49,6,615.0,335.0,Train
49,7,652.0,376.0,Train
49,8,770.0,634.0,Train
49,9,823.0,700.0,Train
49,10,904.0,776.0,Train
49,11,1006.0,1053.0,Train
49,12,959.0,1175.0,Train
49,13,864.0,840.0,Train
49,14,810.0,776.0,Train
49,15,808.0,705.0,Train
49,16,797.0,642.0,Train
49,17,851.0,638.0,Train
49,18,843.0,659.0,Train
49,19,873.0,880.0,Train
49,20,945.0,1020.0,Train
49,21,998.0,1130.0,Train
49,22,1090.0,1207.0,Train
49,23,966.0,1065.0,Train
49,24,827.0,624.0,Train
49,25,742.0,539.0,Train
49,26,662.0,513.0,Train
49,27,510.0,466.0,Train
49,28,665.0,433.0,Train
49,29,632.0,420.0,Train
49,30,617.0,334.0,Train
49,31,703.0,583.0,Train
49,32,787.0,1011.0,Train
49,33,892.0,1021.0,Train
49,34,1086.0,1018.0,Train
49,35,1113.0,1149.0,Train
49,36,1100.0,1041.0,Train
49,37,1019.0,973.0,Train
49,38,851.0,1056.0,Train
49,39,874.0,1075.0,Train
49,40,971.0,1027.0,Train
49,41,979.0,989.0,Train
49,42,962.0,964.0,Train
49,43,1126.0,1085.0,Train
49,44,1183.0,1232.0,Train
49,45,1079.0,1069.0,Train
49,46,1160.0,1143.0,Train
49,47,1059.0,973.0,Train
49,48,856.0,673.0,Train
49,49,796.0,561.0,Train
49,50,737.0,558.0,Train
49,51,582.0,513.0,Train
49,52,723.0,479.0,Train
49,53,713.0,459.0,Train
49,54,665.0,380.0,Train
49,55,743.0,666.0,Train
49,56,978.0,1066.0,Train
49,57,1066.0,1079.0,Train
49,58,1143.0,1024.0,Train
49,59,1104.0,1021.0,Train
49,60,1235.0,899.0,Train
49,61,1126.0,945.0,Train
49,62,1036.0,1114.0,Train
49,63,1039.0,980.0,Train
49,64,955.0,987.0,Train
49,65,1020.0,1018.0,Train
49,66,1110.0,1014.0,Train
49,67,1247.0,1136.0,Train
49,68,1100.0,1117.0,Train
49,69,1143.0,1136.0,Train
49,70,1164.0,1147.0,Train
49,71,1086.0,926.0,Train
50,0,945.0,714.0,Train
50,1,783.0,583.0,Train
50,2,675.0,532.0,Train
50,3,547.0,490.0,Train
50,4,743.0,463.0,Train
50,5,712.0,443.0,Train
50,6,692.0,373.0,Train
50,7,706.0,669.0,Train
50,8,878.0,1066.0,Train
50,9,1050.0,1111.0,Train
50,10,1043.0,1044.0,Train
50,11,1144.0,1154.0,Train
50,12,1160.0,1018.0,Train
50,13,1079.0,963.0,Train
50,14,1009.0,1009.0,Train
50,15,978.0,950.0,Train
50,16,1005.0,976.0,Train
50,17,1043.0,1012.0,Train
50,18,1068.0,1124.0,Train
50,19,1241.0,1145.0,Train
50,20,1244.0,1215.0,Train
50,21,1173.0,1190.0,Train
50,22,1150.0,1264.0,Train
50,23,1093.0,955.0,Train
50,24,885.0,704.0,Train
50,25,838.0,548.0,Train
50,26,766.0,529.0,Train
50,27,604.0,447.0,Train
50,28,763.0,456.0,Train
50,29,736.0,440.0,Train
50,30,735.0,398.0,Train
50,31,787.0,606.0,Train
50,32,959.0,1082.0,Train
50,33,1140.0,1207.0,Train
50,34,1171.0,1214.0,Train
50,35,1228.0,1197.0,Train
50,36,1268.0,1053.0,Train
50,37,1258.0,1018.0,Train
50,38,1190.0,1056.0,Train
50,39,1224.0,990.0,Train
50,40,1167.0,1051.0,Train
50,41,1120.0,1008.0,Train
50,42,1133.0,942.0,Train
50,43,1318.0,1178.0,Train
50,44,1322.0,1101.0,Train
50,45,1110.0,1245.0,Train
50,46,1147.0,1277.0,Train
50,47,1157.0,1008.0,Train
50,48,1049.0,695.0,Train
50,49,941.0,631.0,Train
50,50,854.0,583.0,Train
50,51,645.0,519.0,Train
50,52,827.0,487.0,Train
50,53,782.0,456.0,Train
50,54,753.0,411.0,Train
50,55,846.0,641.0,Train
50,56,979.0,1120.0,Train
50,57,1140.0,1137.0,Train
50,58,1258.0,1108.0,Train
50,59,1311.0,1092.0,Train
50,60,1344.0,919.0,Train
50,61,1315.0,1020.0,Train
50,62,1250.0,1065.0,Train
50,63,1303.0,1012.0,Train
50,64,1308.0,1041.0,Train
50,65,1184.0,955.0,Train
50,66,1139.0,899.0,Train
50,67,1255.0,958.0,Train
50,68,1229.0,1068.0,Train
50,69,1103.0,1114.0,Train
50,70,1170.0,1228.0,Train
50,71,1144.0,1101.0,Train
51,0,1046.0,814.0,Train
51,1,959.0,660.0,Train
51,2,840.0,609.0,Train
51,3,713.0,548.0,Train
51,4,820.0,513.0,Train
51,5,759.0,506.0,Train
51,6,740.0,399.0,Train
51,7,783.0,504.0,Train
51,8,854.0,819.0,Train
51,9,1073.0,848.0,Train
51,10,1177.0,875.0,Train
51,11,1144.0,925.0,Train
51,12,1157.0,951.0,Train
51,13,1180.0,746.0,Train
51,14,1150.0,769.0,Train
51,15,1136.0,833.0,Train
51,16,1227.0,750.0,Train
51,17,1029.0,781.0,Train
51,18,1090.0,689.0,Train
51,19,1146.0,817.0,Train
51,20,1053.0,1005.0,Train
51,21,1076.0,1000.0,Train
51,22,1038.0,1078.0,Train
51,23,1072.0,958.0,Train
51,24,1005.0,756.0,Train
51,25,942.0,670.0,Train
51,26,780.0,596.0,Train
51,27,611.0,541.0,Train
51,28,753.0,519.0,Train
51,29,706.0,475.0,Train
51,30,742.0,369.0,Train
51,31,738.0,449.0,Train
51,32,829.0,666.0,Train
51,33,961.0,865.0,Train
51,34,985.0,951.0,Train
51,35,1052.0,1056.0,Train
51,36,1112.0,971.0,Train
51,37,1015.0,741.0,Train
51,38,968.0,737.0,Train
51,39,945.0,695.0,Train
51,40,915.0,625.0,Train
51,41,848.0,593.0,Train
51,42,900.0,577.0,Train
51,43,987.0,721.0,Train
51,44,985.0,881.0,Train
51,45,1029.0,1011.0,Train
51,46,1089.0,1107.0,Train
51,47,983.0,855.0,Train
51,48,904.0,647.0,Train
51,49,828.0,583.0,Train
51,50,713.0,542.0,Train
51,51,571.0,512.0,Train
51,52,722.0,460.0,Train
51,53,688.0,459.0,Train
51,54,625.0,401.0,Train
51,55,696.0,624.0,Train
51,56,851.0,1047.0,Train
51,57,1025.0,1063.0,Train
51,58,1170.0,1156.0,Train
51,59,1238.0,1229.0,Train
51,60,1258.0,980.0,Train
51,61,1137.0,849.0,Train
51,62,1026.0,995.0,Train
51,63,1028.0,952.0,Train
51,64,898.0,1015.0,Train
51,65,995.0,914.0,Train
51,66,1123.0,994.0,Train
51,67,1090.0,1136.0,Train
51,68,1048.0,1079.0,Train
51,69,1072.0,1066.0,Train
51,70,1194.0,1175.0,Train
51,71,1116.0,1038.0,Train
52,0,945.0,723.0,Train
52,1,827.0,595.0,Train
52,2,742.0,596.0,Train
52,3,596.0,542.0,Train
52,4,784.0,500.0,Train
52,5,746.0,460.0,Train
52,6,736.0,402.0,Train
52,7,844.0,599.0,Train
52,8,931.0,980.0,Train
52,9,1069.0,1114.0,Train
52,10,1198.0,1110.0,Train
52,11,1186.0,1114.0,Train
52,12,1264.0,941.0,Train
52,13,1170.0,894.0,Train
52,14,1190.0,961.0,Train
52,15,1185.0,989.0,Train
52,16,1119.0,1034.0,Train
52,17,1068.0,999.0,Train
52,18,1153.0,1114.0,Train
52,19,1231.0,1261.0,Train
52,20,1238.0,1244.0,Train
52,21,1124.0,1104.0,Train
52,22,1228.0,1223.0,Train
52,23,1137.0,1115.0,Train
52,24,897.0,725.0,Train
52,25,814.0,567.0,Train
52,26,737.0,538.0,Train
52,27,625.0,506.0,Train
52,28,750.0,475.0,Train
52,29,722.0,488.0,Train
52,30,669.0,436.0,Train
52,31,750.0,700.0,Train
52,32,873.0,1206.0,Train
52,33,966.0,1098.0,Train
52,34,1052.0,1172.0,Train
52,35,1239.0,1232.0,Train
52,36,1285.0,1073.0,Train
52,37,1164.0,983.0,Train
52,38,1110.0,1108.0,Train
52,39,1103.0,1079.0,Train
52,40,1126.0,1037.0,Train
52,41,1072.0,1018.0,Train
52,42,1161.0,1034.0,Train
52,43,1123.0,1035.0,Train
52,44,1046.0,1363.0,Train
52,45,1093.0,1392.0,Train
52,46,1103.0,1447.0,Train
52,47,1051.0,1318.0,Train
52,48,945.0,858.0,Train
52,49,897.0,727.0,Train
52,50,810.0,618.0,Train
52,51,668.0,539.0,Train
52,52,797.0,517.0,Train
52,53,770.0,446.0,Train
52,54,797.0,354.0,Train
52,55,783.0,402.0,Train
52,56,847.0,657.0,Train
52,57,989.0,739.0,Train
52,58,985.0,813.0,Train
52,59,1090.0,964.0,Train
52,60,1080.0,996.0,Train
52,61,910.0,746.0,Train
52,62,864.0,817.0,Train
52,63,918.0,730.0,Train
52,64,848.0,667.0,Train
52,65,843.0,650.0,Train
52,66,924.0,657.0,Train
52,67,998.0,848.0,Train
52,68,1079.0,1129.0,Train
52,69,1049.0,1129.0,Train
52,70,1029.0,1142.0,Train
52,71,945.0,1034.0,Train
53,0,850.0,787.0,Train
53,1,800.0,654.0,Train
53,2,747.0,522.0,Train
53,3,578.0,503.0,Train
53,4,739.0,472.0,Train
53,5,706.0,440.0,Train
53,6,635.0,408.0,Train
53,7,770.0,706.0,Train
53,8,847.0,1172.0,Train
53,9,978.0,1171.0,Train
53,10,1243.0,1127.0,Train
53,11,1237.0,1148.0,Train
53,12,1260.0,1088.0,Train
53,13,1100.0,992.0,Train
53,14,1052.0,1118.0,Train
53,15,1097.0,1126.0,Train
53,16,1083.0,1094.0,Train
53,17,1106.0,1091.0,Train
53,18,1153.0,1028.0,Train
53,19,1204.0,1043.0,Train
53,20,1218.0,1206.0,Train
53,21,1215.0,1311.0,Train
53,22,1171.0,1347.0,Train
53,23,1116.0,1280.0,Train
53,24,992.0,870.0,Train
53,25,881.0,593.0,Train
53,26,817.0,554.0,Train
53,27,615.0,522.0,Train
53,28,679.0,472.0,Train
53,29,737.0,438.0,Train
53,30,644.0,363.0,Train
53,31,701.0,459.0,Train
53,32,958.0,663.0,Train
53,33,1103.0,811.0,Train
53,34,1123.0,894.0,Train
53,35,1201.0,996.0,Train
53,36,1109.0,961.0,Train
53,37,1154.0,820.0,Train
53,38,1194.0,855.0,Train
53,39,1120.0,1009.0,Train
53,40,1140.0,1152.0,Train
53,41,1157.0,1079.0,Train
53,42,1140.0,944.0,Train
53,43,1190.0,1118.0,Train
53,44,1133.0,1264.0,Train
53,45,1053.0,1226.0,Train
53,46,1134.0,1158.0,Train
53,47,1012.0,1079.0,Train
53,48,956.0,883.0,Train
53,49,841.0,794.0,Train
53,50,763.0,750.0,Train
53,51,622.0,692.0,Train
53,52,743.0,669.0,Train
53,53,743.0,645.0,Train
53,54,720.0,510.0,Train
53,55,742.0,487.0,Train
53,56,735.0,683.0,Train
53,57,912.0,740.0,Train
53,58,920.0,935.0,Train
53,59,949.0,1158.0,Train
53,60,1020.0,1075.0,Train
53,61,911.0,831.0,Train
53,62,850.0,913.0,Train
53,63,773.0,817.0,Train
53,64,804.0,757.0,Train
53,65,904.0,739.0,Train
53,66,959.0,756.0,Train
53,67,1059.0,915.0,Train
53,68,1107.0,955.0,Train
53,69,972.0,1008.0,Train
53,70,1046.0,1123.0,Train
53,71,962.0,1082.0,Train
54,0,895.0,813.0,Train
54,1,739.0,570.0,Train
54,2,678.0,566.0,Train
54,3,719.0,491.0,Train
54,4,651.0,443.0,Train
54,5,626.0,436.0,Train
54,6,631.0,382.0,Train
54,7,732.0,679.0,Train
54,8,827.0,1239.0,Train
54,9,934.0,1303.0,Train
54,10,1139.0,1278.0,Train
54,11,1214.0,1349.0,Train
54,12,1142.0,1152.0,Train
54,13,1046.0,1060.0,Train
54,14,951.0,1245.0,Train
54,15,999.0,1210.0,Train
54,16,1023.0,1177.0,Train
54,17,1026.0,1130.0,Train
54,18,1019.0,1126.0,Train
54,19,1113.0,1305.0,Train
54,20,1150.0,1088.0,Train
54,21,1087.0,1044.0,Train
54,22,1154.0,1094.0,Train
54,23,1052.0,916.0,Train
54,24,870.0,660.0,Train
54,25,772.0,586.0,Train
54,26,722.0,535.0,Train
54,27,750.0,475.0,Train
54,28,627.0,455.0,Train
54,29,693.0,430.0,Train
54,30,675.0,363.0,Train
54,31,790.0,621.0,Train
54,32,850.0,1206.0,Train
54,33,995.0,1286.0,Train
54,34,1056.0,1335.0,Train
54,35,1143.0,1351.0,Train
54,36,1242.0,1127.0,Train
54,37,1262.0,1044.0,Train
54,38,1103.0,1145.0,Train
54,39,1012.0,1059.0,Train
54,40,1079.0,1025.0,Train
54,41,1070.0,958.0,Train
54,42,1126.0,942.0,Train
54,43,1221.0,1015.0,Train
54,44,1124.0,1002.0,Train
54,45,1053.0,973.0,Train
54,46,1201.0,1069.0,Train
54,47,1033.0,843.0,Train
54,48,826.0,657.0,Train
54,49,743.0,653.0,Train
54,50,676.0,576.0,Train
54,51,705.0,472.0,Train
54,52,644.0,476.0,Train
54,53,626.0,421.0,Train
54,54,648.0,338.0,Train
54,55,798.0,414.0,Train
54,56,844.0,644.0,Train
54,57,967.0,861.0,Train
54,58,1048.0,787.0,Train
54,59,1035.0,848.0,Train
54,60,1232.0,734.0,Train
54,61,1038.0,725.0,Train
54,62,1002.0,724.0,Train
54,63,941.0,581.0,Train
54,64,988.0,644.0,Train
54,65,935.0,612.0,Train
54,66,1060.0,704.0,Train
54,67,1083.0,916.0,Train
54,68,986.0,907.0,Train
54,69,1056.0,1019.0,Train
54,70,1107.0,1053.0,Train
54,71,1035.0,874.0,Train
55,0,878.0,708.0,Train
55,1,776.0,567.0,Train
55,2,723.0,531.0,Train
55,3,730.0,463.0,Train
55,4,678.0,453.0,Train
55,5,709.0,444.0,Train
55,6,645.0,382.0,Train
55,7,813.0,575.0,Train
55,8,827.0,1136.0,Train
55,9,1040.0,1123.0,Train
55,10,1032.0,1143.0,Train
55,11,1180.0,1095.0,Train
55,12,1262.0,992.0,Train
55,13,1204.0,1006.0,Train
55,14,1005.0,1146.0,Train
55,15,965.0,995.0,Train
55,16,979.0,971.0,Train
55,17,1025.0,948.0,Train
55,18,947.0,938.0,Train
55,19,1060.0,1088.0,Train
55,20,1110.0,1187.0,Train
55,21,1093.0,953.0,Train
55,22,1100.0,1050.0,Train
55,23,1084.0,922.0,Train
55,24,912.0,638.0,Train
55,25,810.0,573.0,Train
55,26,702.0,523.0,Train
55,27,743.0,475.0,Train
55,28,662.0,427.0,Train
55,29,695.0,430.0,Train
55,30,642.0,379.0,Train
55,31,738.0,544.0,Train
55,32,844.0,1099.0,Train
55,33,1126.0,1149.0,Train
55,34,1219.0,1167.0,Train
55,35,1208.0,1200.0,Train
55,36,1244.0,1011.0,Train
55,37,1208.0,986.0,Train
55,38,1134.0,1114.0,Train
55,39,1096.0,1073.0,Train
55,40,1073.0,1056.0,Train
55,41,1079.0,980.0,Train
55,42,1173.0,973.0,Train
55,43,1221.0,1021.0,Train
55,44,1092.0,1005.0,Train
55,45,1056.0,958.0,Train
55,46,1082.0,1062.0,Train
55,47,1059.0,942.0,Train
55,48,1015.0,708.0,Train
55,49,911.0,638.0,Train
55,50,814.0,558.0,Train
55,51,742.0,491.0,Train
55,52,655.0,488.0,Train
55,53,681.0,453.0,Train
55,54,604.0,367.0,Train
55,55,673.0,418.0,Train
55,56,840.0,727.0,Train
55,57,955.0,768.0,Train
55,58,1178.0,907.0,Train
55,59,1126.0,945.0,Train
55,60,1241.0,943.0,Train
55,61,1130.0,797.0,Train
55,62,1187.0,846.0,Train
55,63,1103.0,910.0,Train
55,64,1069.0,918.0,Train
55,65,1035.0,933.0,Train
55,66,992.0,874.0,Train
55,67,1056.0,909.0,Train
55,68,1136.0,1038.0,Train
55,69,1015.0,1111.0,Train
55,70,1181.0,1177.0,Train
55,71,1118.0,983.0,Train
56,0,1036.0,858.0,Train
56,1,938.0,734.0,Train
56,2,817.0,628.0,Train
56,3,644.0,518.0,Train
56,4,756.0,478.0,Train
56,5,757.0,434.0,Train
56,6,704.0,358.0,Train
56,7,752.0,421.0,Train
56,8,757.0,576.0,Train
56,9,874.0,664.0,Train
56,10,967.0,749.0,Train
56,11,992.0,980.0,Train
56,12,1028.0,1043.0,Train
56,13,998.0,904.0,Train
56,14,881.0,868.0,Train
56,15,872.0,810.0,Train
56,16,837.0,725.0,Train
56,17,897.0,783.0,Train
56,18,1050.0,801.0,Train
56,19,1079.0,881.0,Train
56,20,989.0,957.0,Train
56,21,951.0,990.0,Train
56,22,1076.0,1175.0,Train
56,23,1046.0,1015.0,Train
56,24,890.0,695.0,Train
56,25,779.0,567.0,Train
56,26,712.0,526.0,Train
56,27,681.0,465.0,Train
56,28,635.0,443.0,Train
56,29,665.0,437.0,Train
56,30,658.0,389.0,Train
56,31,763.0,530.0,Train
56,32,878.0,929.0,Train
56,33,870.0,982.0,Train
56,34,1089.0,1072.0,Train
56,35,1143.0,1000.0,Train
56,36,1197.0,982.0,Train
56,37,1042.0,849.0,Train
56,38,1063.0,890.0,Train
56,39,952.0,849.0,Train
56,40,944.0,896.0,Train
56,41,1025.0,894.0,Train
56,42,1046.0,875.0,Train
56,43,1167.0,1088.0,Train
56,44,1200.0,1136.0,Train
56,45,1096.0,1085.0,Train
56,46,1076.0,1119.0,Train
56,47,1059.0,909.0,Train
56,48,901.0,666.0,Train
56,49,797.0,544.0,Train
56,50,742.0,519.0,Train
56,51,702.0,462.0,Train
56,52,648.0,456.0,Train
56,53,673.0,424.0,Train
56,54,645.0,370.0,Train
56,55,776.0,549.0,Train
56,56,884.0,907.0,Train
56,57,1069.0,961.0,Train
56,58,1073.0,954.0,Train
56,59,1181.0,1032.0,Train
56,60,1248.0,858.0,Train
56,61,1117.0,791.0,Train
56,62,1019.0,942.0,Train
56,63,979.0,845.0,Train
56,64,1012.0,839.0,Train
56,65,1045.0,871.0,Train
56,66,1066.0,853.0,Train
56,67,1231.0,969.0,Train
56,68,1138.0,1045.0,Train
56,69,1120.0,952.0,Train
56,70,1146.0,1056.0,Train
56,71,979.0,954.0,Train
57,0,870.0,676.0,Train
57,1,817.0,624.0,Train
57,2,692.0,561.0,Train
57,3,702.0,456.0,Train
57,4,604.0,445.0,Train
57,5,631.0,450.0,Train
57,6,685.0,369.0,Train
57,7,736.0,576.0,Train
57,8,844.0,958.0,Train
57,9,1032.0,1036.0,Train
57,10,1127.0,1056.0,Train
57,11,1214.0,1136.0,Train
57,12,1225.0,948.0,Train
57,13,1157.0,871.0,Train
57,14,1056.0,922.0,Train
57,15,1103.0,836.0,Train
57,16,1025.0,839.0,Train
57,17,1019.0,932.0,Train
57,18,1069.0,907.0,Train
57,19,1214.0,1067.0,Train
57,20,1187.0,1200.0,Train
57,21,1110.0,1110.0,Train
57,22,1133.0,1107.0,Train
57,23,985.0,950.0,Train
57,24,827.0,698.0,Train
57,25,759.0,606.0,Train
57,26,709.0,558.0,Train
57,27,668.0,511.0,Train
57,28,585.0,482.0,Train
57,29,685.0,453.0,Train
57,30,632.0,395.0,Train
57,31,753.0,592.0,Train
57,32,941.0,1081.0,Train
57,33,1039.0,1104.0,Train
57,34,1106.0,1046.0,Train
57,35,1160.0,1101.0,Train
57,36,1224.0,1069.0,Train
57,37,1157.0,951.0,Train
57,38,1090.0,1051.0,Train
57,39,947.0,946.0,Train
57,40,988.0,948.0,Train
57,41,1076.0,864.0,Train
57,42,1167.0,801.0,Train
57,43,1187.0,926.0,Train
57,44,1026.0,1050.0,Train
57,45,1043.0,917.0,Train
57,46,1231.0,1041.0,Train
57,47,1133.0,951.0,Train
57,48,935.0,654.0,Train
57,49,888.0,570.0,Train
57,50,752.0,536.0,Train
57,51,726.0,484.0,Train
57,52,632.0,450.0,Train
57,53,672.0,450.0,Train
57,54,629.0,403.0,Train
57,55,760.0,587.0,Train
57,56,917.0,1018.0,Train
57,57,1140.0,1009.0,Train
57,58,1170.0,1155.0,Train
57,59,1204.0,1167.0,Train
57,60,1294.0,960.0,Train
57,61,1183.0,973.0,Train
57,62,1131.0,1054.0,Train
57,63,1103.0,955.0,Train
57,64,1025.0,973.0,Train
57,65,1086.0,1036.0,Train
57,66,1083.0,893.0,Train
57,67,1012.0,951.0,Train
57,68,1116.0,1111.0,Train
57,69,1079.0,1051.0,Train
57,70,1150.0,1139.0,Train
57,71,1052.0,1056.0,Train
58,0,965.0,741.0,Train
58,1,871.0,628.0,Train
58,2,773.0,555.0,Train
58,3,739.0,510.0,Train
58,4,628.0,482.0,Train
58,5,688.0,434.0,Train
58,6,677.0,335.0,Train
58,7,770.0,436.0,Train
58,8,911.0,628.0,Train
58,9,1073.0,781.0,Train
58,10,1079.0,929.0,Train
58,11,1151.0,983.0,Train
58,12,1159.0,939.0,Train
58,13,1119.0,727.0,Train
58,14,1242.0,756.0,Train
58,15,1194.0,724.0,Train
58,16,1124.0,656.0,Train
58,17,1109.0,689.0,Train
58,18,1096.0,724.0,Train
58,19,1083.0,942.0,Train
58,20,1127.0,1050.0,Train
58,21,976.0,1037.0,Train
